name,description,price,category,stock
"Monitor Max","Producto de alta calidad para uso profesional",135.04,Computadoras,407
"Tablet Max","Producto de alta calidad para uso profesional",1898.12,Audio,356
"Laptop Plus","Producto de alta calidad para uso profesional",468.97,Perifericos,461
"Laptop Pro","Producto de alta calidad para uso profesional",840.47,Audio,344
"Teclado Smart","Producto de alta calidad para uso profesional",1774.38,Audio,86
"SSD Plus","Producto de alta calidad para uso profesional",1678.37,Almacenamiento,412
"Webcam Smart","Producto de alta calidad para uso profesional",572.92,Perifericos,442
"Mouse Premium","Producto de alta calidad para uso profesional",1573.17,Redes,126
"Webcam Lite","Producto de alta calidad para uso profesional",614.79,Audio,353
"Tablet Office","Producto de alta calidad para uso profesional",1756.65,Almacenamiento,370
"SSD Pro","Producto de alta calidad para uso profesional",848.82,Almacenamiento,263
"SSD Elite","Producto de alta calidad para uso profesional",593.74,Computadoras,260
"Mouse Elite","Producto de alta calidad para uso profesional",1889.78,Almacenamiento,37
"Monitor Elite","Producto de alta calidad para uso profesional",958.42,Perifericos,34
"SSD Lite","Producto de alta calidad para uso profesional",360.35,Computadoras,287
"SSD Plus","Producto de alta calidad para uso profesional",553.79,Computadoras,472
"Router Smart","Producto de alta calidad para uso profesional",381.96,Redes,240
"Auriculares Office","Producto de alta calidad para uso profesional",1908.39,Audio,345
"Teclado Max","Producto de alta calidad para uso profesional",1934.85,Redes,137
"Mouse Premium","Producto de alta calidad para uso profesional",79.13,Computadoras,407
"Tablet Smart","Producto de alta calidad para uso profesional",72.33,Perifericos,402
"Teclado Office","Producto de alta calidad para uso profesional",478.76,Computadoras,215
"Laptop Office","Producto de alta calidad para uso profesional",1776.70,Computadoras,43
"Webcam Smart","Producto de alta calidad para uso profesional",262.59,Perifericos,123
"Tablet Pro","Producto de alta calidad para uso profesional",1100.01,Almacenamiento,482
"Mouse Premium","Producto de alta calidad para uso profesional",202.43,Almacenamiento,357
"Auriculares Gaming","Producto de alta calidad para uso profesional",1542.59,Audio,104
"Laptop Elite","Producto de alta calidad para uso profesional",1732.05,Almacenamiento,341
"Laptop Plus","Producto de alta calidad para uso profesional",1098.78,Computadoras,195
"Laptop Ultra","Producto de alta calidad para uso profesional",661.81,Redes,154
"SSD Gaming","Producto de alta calidad para uso profesional",683.54,Perifericos,309
"Tablet Lite","Producto de alta calidad para uso profesional",974.50,Redes,138
"Auriculares Office","Producto de alta calidad para uso profesional",766.30,Almacenamiento,496
"Tablet Elite","Producto de alta calidad para uso profesional",888.06,Almacenamiento,389
"Laptop Smart","Producto de alta calidad para uso profesional",1081.50,Redes,42
"Monitor Ultra","Producto de alta calidad para uso profesional",397.70,Perifericos,109
"Tablet Smart","Producto de alta calidad para uso profesional",725.26,Almacenamiento,470
"Monitor Max","Producto de alta calidad para uso profesional",770.91,Audio,444
"Mouse Gaming","Producto de alta calidad para uso profesional",569.92,Almacenamiento,397
"Impresora Gaming","Producto de alta calidad para uso profesional",858.45,Almacenamiento,322
"Mouse Lite","Producto de alta calidad para uso profesional",493.54,Redes,439
"Mouse Ultra","Producto de alta calidad para uso profesional",256.11,Almacenamiento,253
"Laptop Max","Producto de alta calidad para uso profesional",1648.83,Redes,258
"Mouse Ultra","Producto de alta calidad para uso profesional",1310.75,Redes,207
"Webcam Ultra","Producto de alta calidad para uso profesional",991.78,Computadoras,25
"Impresora Ultra","Producto de alta calidad para uso profesional",136.51,Computadoras,431
"Monitor Gaming","Producto de alta calidad para uso profesional",1664.36,Redes,241
"Tablet Pro","Producto de alta calidad para uso profesional",767.53,Redes,241
"Laptop Plus","Producto de alta calidad para uso profesional",1322.73,Almacenamiento,38
"Mouse Gaming","Producto de alta calidad para uso profesional",1512.42,Perifericos,332
"Teclado Smart","Producto de alta calidad para uso profesional",1712.39,Audio,14
"SSD Plus","Producto de alta calidad para uso profesional",336.94,Audio,370
"SSD Lite","Producto de alta calidad para uso profesional",396.31,Audio,68
"Webcam Smart","Producto de alta calidad para uso profesional",1419.10,Redes,483
"Router Smart","Producto de alta calidad para uso profesional",913.18,Redes,391
"Mouse Pro","Producto de alta calidad para uso profesional",1867.89,Almacenamiento,394
"Laptop Premium","Producto de alta calidad para uso profesional",668.14,Perifericos,281
"Router Lite","Producto de alta calidad para uso profesional",1632.09,Computadoras,378
"Teclado Elite","Producto de alta calidad para uso profesional",1131.64,Audio,483
"SSD Ultra","Producto de alta calidad para uso profesional",689.76,Computadoras,417
"Auriculares Max","Producto de alta calidad para uso profesional",627.44,Redes,418
"Mouse Premium","Producto de alta calidad para uso profesional",696.27,Computadoras,272
"Mouse Ultra","Producto de alta calidad para uso profesional",1853.64,Perifericos,265
"Teclado Elite","Producto de alta calidad para uso profesional",918.26,Redes,307
"Tablet Gaming","Producto de alta calidad para uso profesional",481.68,Almacenamiento,34
"Impresora Pro","Producto de alta calidad para uso profesional",900.62,Audio,330
"Laptop Ultra","Producto de alta calidad para uso profesional",844.22,Perifericos,371
"Tablet Office","Producto de alta calidad para uso profesional",1532.61,Redes,265
"Impresora Gaming","Producto de alta calidad para uso profesional",401.89,Almacenamiento,208
"Router Max","Producto de alta calidad para uso profesional",1398.86,Audio,105
"Auriculares Gaming","Producto de alta calidad para uso profesional",77.61,Almacenamiento,98
"Impresora Lite","Producto de alta calidad para uso profesional",449.34,Redes,285
"Laptop Ultra","Producto de alta calidad para uso profesional",1912.11,Perifericos,443
"Laptop Premium","Producto de alta calidad para uso profesional",775.58,Redes,248
"SSD Ultra","Producto de alta calidad para uso profesional",1972.60,Almacenamiento,148
"Webcam Premium","Producto de alta calidad para uso profesional",1834.60,Almacenamiento,236
"Webcam Max","Producto de alta calidad para uso profesional",1181.03,Perifericos,351
"Auriculares Max","Producto de alta calidad para uso profesional",68.44,Almacenamiento,45
"Mouse Office","Producto de alta calidad para uso profesional",29.06,Perifericos,275
"Tablet Ultra","Producto de alta calidad para uso profesional",1839.80,Perifericos,432
"Mouse Ultra","Producto de alta calidad para uso profesional",1531.68,Audio,133
"Auriculares Premium","Producto de alta calidad para uso profesional",1969.94,Audio,172
"Monitor Max","Producto de alta calidad para uso profesional",642.72,Perifericos,487
"Tablet Ultra","Producto de alta calidad para uso profesional",1655.34,Audio,59
"Monitor Pro","Producto de alta calidad para uso profesional",287.66,Perifericos,344
"Auriculares Premium","Producto de alta calidad para uso profesional",1856.14,Perifericos,156
"Impresora Elite","Producto de alta calidad para uso profesional",1966.33,Perifericos,434
"Laptop Elite","Producto de alta calidad para uso profesional",1523.15,Perifericos,200
"Impresora Lite","Producto de alta calidad para uso profesional",720.35,Audio,441
"Laptop Gaming","Producto de alta calidad para uso profesional",1225.74,Computadoras,448
"SSD Office","Producto de alta calidad para uso profesional",1174.35,Computadoras,60
"Impresora Gaming","Producto de alta calidad para uso profesional",1441.81,Redes,168
"Impresora Max","Producto de alta calidad para uso profesional",1172.18,Almacenamiento,55
"Auriculares Office","Producto de alta calidad para uso profesional",800.15,Audio,302
"Impresora Lite","Producto de alta calidad para uso profesional",1897.40,Redes,416
"Tablet Max","Producto de alta calidad para uso profesional",1107.22,Audio,57
"Impresora Plus","Producto de alta calidad para uso profesional",495.42,Computadoras,399
"Webcam Ultra","Producto de alta calidad para uso profesional",1664.10,Audio,188
"Laptop Office","Producto de alta calidad para uso profesional",1150.25,Perifericos,168
"Webcam Premium","Producto de alta calidad para uso profesional",417.79,Perifericos,359
"Router Lite","Producto de alta calidad para uso profesional",1424.39,Computadoras,151
"Mouse Ultra","Producto de alta calidad para uso profesional",1706.75,Perifericos,478
"Laptop Max","Producto de alta calidad para uso profesional",33.94,Perifericos,312
"Monitor Premium","Producto de alta calidad para uso profesional",895.60,Almacenamiento,494
"Monitor Elite","Producto de alta calidad para uso profesional",341.63,Almacenamiento,236
"Monitor Pro","Producto de alta calidad para uso profesional",355.40,Audio,216
"Router Smart","Producto de alta calidad para uso profesional",1868.51,Computadoras,25
"Impresora Office","Producto de alta calidad para uso profesional",1613.95,Perifericos,368
"Tablet Max","Producto de alta calidad para uso profesional",1215.11,Redes,7
"Webcam Lite","Producto de alta calidad para uso profesional",1757.31,Redes,431
"Monitor Ultra","Producto de alta calidad para uso profesional",1867.58,Redes,136
"Impresora Smart","Producto de alta calidad para uso profesional",527.63,Perifericos,402
"Tablet Gaming","Producto de alta calidad para uso profesional",194.50,Almacenamiento,218
"Router Smart","Producto de alta calidad para uso profesional",830.54,Redes,324
"SSD Max","Producto de alta calidad para uso profesional",670.36,Computadoras,131
"Tablet Premium","Producto de alta calidad para uso profesional",1733.89,Redes,202
"Monitor Elite","Producto de alta calidad para uso profesional",1718.81,Redes,134
"SSD Pro","Producto de alta calidad para uso profesional",1701.09,Audio,222
"Impresora Ultra","Producto de alta calidad para uso profesional",449.13,Computadoras,254
"SSD Smart","Producto de alta calidad para uso profesional",1101.39,Audio,181
"Webcam Elite","Producto de alta calidad para uso profesional",1247.10,Redes,228
"Router Premium","Producto de alta calidad para uso profesional",1242.18,Perifericos,450
"Laptop Ultra","Producto de alta calidad para uso profesional",1732.95,Audio,274
"Mouse Smart","Producto de alta calidad para uso profesional",269.39,Almacenamiento,353
"Teclado Gaming","Producto de alta calidad para uso profesional",1376.36,Perifericos,389
"SSD Elite","Producto de alta calidad para uso profesional",1571.28,Audio,153
"Impresora Pro","Producto de alta calidad para uso profesional",589.09,Audio,463
"SSD Plus","Producto de alta calidad para uso profesional",1651.27,Redes,467
"Monitor Plus","Producto de alta calidad para uso profesional",1747.90,Perifericos,156
"Router Gaming","Producto de alta calidad para uso profesional",921.75,Computadoras,259
"Webcam Plus","Producto de alta calidad para uso profesional",824.05,Audio,476
"Webcam Elite","Producto de alta calidad para uso profesional",1085.21,Perifericos,56
"Impresora Smart","Producto de alta calidad para uso profesional",344.38,Perifericos,471
"SSD Smart","Producto de alta calidad para uso profesional",39.11,Almacenamiento,328
"Impresora Office","Producto de alta calidad para uso profesional",925.33,Perifericos,301
"Auriculares Premium","Producto de alta calidad para uso profesional",1259.49,Perifericos,130
"Webcam Plus","Producto de alta calidad para uso profesional",374.97,Computadoras,120
"Router Ultra","Producto de alta calidad para uso profesional",916.26,Almacenamiento,345
"Mouse Max","Producto de alta calidad para uso profesional",1503.44,Redes,158
"SSD Premium","Producto de alta calidad para uso profesional",91.56,Perifericos,251
"Tablet Gaming","Producto de alta calidad para uso profesional",94.91,Audio,376
"Laptop Premium","Producto de alta calidad para uso profesional",1098.42,Redes,443
"Teclado Smart","Producto de alta calidad para uso profesional",1541.11,Redes,285
"Router Smart","Producto de alta calidad para uso profesional",668.36,Audio,135
"Router Pro","Producto de alta calidad para uso profesional",369.16,Perifericos,149
"Tablet Max","Producto de alta calidad para uso profesional",455.64,Audio,301
"Tablet Pro","Producto de alta calidad para uso profesional",1352.93,Almacenamiento,323
"Auriculares Plus","Producto de alta calidad para uso profesional",879.58,Redes,124
"Mouse Pro","Producto de alta calidad para uso profesional",1547.12,Audio,94
"Webcam Smart","Producto de alta calidad para uso profesional",430.61,Redes,440
"Laptop Office","Producto de alta calidad para uso profesional",1834.51,Audio,285
"SSD Elite","Producto de alta calidad para uso profesional",1737.35,Audio,16
"Mouse Gaming","Producto de alta calidad para uso profesional",146.46,Almacenamiento,120
